example_id,source_lang,target_lang,source_text,target_text,domain,register,source_type,source_name,source_url,license,translator,review_status,notes
fra-kon-009511,fra,kon,Mon téléviseur est cassé.,,,,,,,CC-BY-4.0,,,
fra-kon-009512,fra,kon,Mon sac est vide.,,,,,,,CC-BY-4.0,,,
fra-kon-009513,fra,kon,Mon livre est ici.,,,,,,,CC-BY-4.0,,,
fra-kon-009514,fra,kon,Ma bouteille s'est cassée.,,,,,,,CC-BY-4.0,,,
fra-kon-009515,fra,kon,Mon chat est heureux.,,,,,,,CC-BY-4.0,,,
fra-kon-009516,fra,kon,Mon chat est blanc.,,,,,,,CC-BY-4.0,,,
fra-kon-009517,fra,kon,Papa est à la maison.,,,,,,,CC-BY-4.0,,,
fra-kon-009518,fra,kon,Mon père est à la maison.,,,,,,,CC-BY-4.0,,,
fra-kon-009519,fra,kon,Mon jeans a rétréci.,,,,,,,CC-BY-4.0,,,
fra-kon-009520,fra,kon,J'ai la bouche sèche.,,,,,,,CC-BY-4.0,,,
fra-kon-009521,fra,kon,Mon service est terminé.,,,,,,,CC-BY-4.0,,,
fra-kon-009522,fra,kon,Mon costume est gris.,,,,,,,CC-BY-4.0,,,
fra-kon-009523,fra,kon,Ma femme était folle.,,,,,,,CC-BY-4.0,,,
fra-kon-009524,fra,kon,Ma femme était furieuse.,,,,,,,CC-BY-4.0,,,
fra-kon-009525,fra,kon,Mon travail est fait.,,,,,,,CC-BY-4.0,,,
fra-kon-009526,fra,kon,Le natto est collant.,,,,,,,CC-BY-4.0,,,
fra-kon-009527,fra,kon,La nature est cruelle.,,,,,,,CC-BY-4.0,,,
fra-kon-009528,fra,kon,La nature est terrifiante.,,,,,,,CC-BY-4.0,,,
fra-kon-009529,fra,kon,Aucune des deux n'est vraie.,,,,,,,CC-BY-4.0,,,
fra-kon-009530,fra,kon,Aucun des deux n'est vrai.,,,,,,,CC-BY-4.0,,,
fra-kon-009531,fra,kon,Il ne faut jamais dire jamais.,,,,,,,CC-BY-4.0,,,
fra-kon-009532,fra,kon,Ne dites jamais de mensonges.,,,,,,,CC-BY-4.0,,,
fra-kon-009533,fra,kon,C'est chouette de te voir !,,,,,,,CC-BY-4.0,,,
fra-kon-009534,fra,kon,C'est chouette de vous voir !,,,,,,,CC-BY-4.0,,,
fra-kon-009535,fra,kon,Je suis heureux de vous rencontrer à nouveau.,,,,,,,CC-BY-4.0,,,
fra-kon-009536,fra,kon,Personne ne répondit.,,,,,,,CC-BY-4.0,,,
fra-kon-009537,fra,kon,Personne n'a répondu.,,,,,,,CC-BY-4.0,,,
fra-kon-009538,fra,kon,Personne ne peut aider.,,,,,,,CC-BY-4.0,,,
fra-kon-009539,fra,kon,Personne n'y comprend rien.,,,,,,,CC-BY-4.0,,,
fra-kon-009540,fra,kon,Personne ne flancha.,,,,,,,CC-BY-4.0,,,
fra-kon-009541,fra,kon,Personne n'a flanché.,,,,,,,CC-BY-4.0,,,
fra-kon-009542,fra,kon,Personne ne s'est dérobé.,,,,,,,CC-BY-4.0,,,
fra-kon-009543,fra,kon,Personne ne se déroba.,,,,,,,CC-BY-4.0,,,
fra-kon-009544,fra,kon,Personne n'a été blessé.,,,,,,,CC-BY-4.0,,,
fra-kon-009545,fra,kon,Personne ne tomba malade.,,,,,,,CC-BY-4.0,,,
fra-kon-009546,fra,kon,Personne n'a été malade.,,,,,,,CC-BY-4.0,,,
fra-kon-009547,fra,kon,Il n'y a personne.,,,,,,,CC-BY-4.0,,,
fra-kon-009548,fra,kon,Personne n'est là.,,,,,,,CC-BY-4.0,,,
fra-kon-009549,fra,kon,Personne ne m'apprécie.,,,,,,,CC-BY-4.0,,,
fra-kon-009550,fra,kon,Personne ne le vit.,,,,,,,CC-BY-4.0,,,
fra-kon-009551,fra,kon,Personne ne l'a vu.,,,,,,,CC-BY-4.0,,,
fra-kon-009552,fra,kon,Personne n'était en retard.,,,,,,,CC-BY-4.0,,,
fra-kon-009553,fra,kon,Personne n'est aux alentours.,,,,,,,CC-BY-4.0,,,
fra-kon-009554,fra,kon,Aucun taxi ne s'arrêta.,,,,,,,CC-BY-4.0,,,
fra-kon-009555,fra,kon,Aucun taxi ne s'est arrêté.,,,,,,,CC-BY-4.0,,,
fra-kon-009556,fra,kon,"Non, je ne suis pas parti.",,,,,,,CC-BY-4.0,,,
fra-kon-009557,fra,kon,"Non, je n'y suis pas allé.",,,,,,,CC-BY-4.0,,,
fra-kon-009558,fra,kon,Personne ne le veut.,,,,,,,CC-BY-4.0,,,
fra-kon-009559,fra,kon,Personne ne la veut.,,,,,,,CC-BY-4.0,,,
fra-kon-009560,fra,kon,Personne n'était chez moi.,,,,,,,CC-BY-4.0,,,
fra-kon-009561,fra,kon,Personne n'était chez nous.,,,,,,,CC-BY-4.0,,,
fra-kon-009562,fra,kon,Maintenant je suis sérieux.,,,,,,,CC-BY-4.0,,,
fra-kon-009563,fra,kon,"Maintenant, va t'amuser.",,,,,,,CC-BY-4.0,,,
fra-kon-009564,fra,kon,"Maintenant, allez vous amuser.",,,,,,,CC-BY-4.0,,,
fra-kon-009565,fra,kon,C'est maintenant le moment.,,,,,,,CC-BY-4.0,,,
fra-kon-009566,fra,kon,Maintenant arrête de pleurer.,,,,,,,CC-BY-4.0,,,
fra-kon-009567,fra,kon,"Bon, je suis prêt.",,,,,,,CC-BY-4.0,,,
fra-kon-009568,fra,kon,"Bon, je suis prête.",,,,,,,CC-BY-4.0,,,
fra-kon-009569,fra,kon,Ouvre la bouteille.,,,,,,,CC-BY-4.0,,,
fra-kon-009570,fra,kon,Ouvrez la bouteille.,,,,,,,CC-BY-4.0,,,
fra-kon-009571,fra,kon,Ouvrez la bouche !,,,,,,,CC-BY-4.0,,,
fra-kon-009572,fra,kon,Ouvre la bouche !,,,,,,,CC-BY-4.0,,,
fra-kon-009573,fra,kon,Ouvrez la bouche !,,,,,,,CC-BY-4.0,,,
fra-kon-009574,fra,kon,Les fêtes sont amusantes.,,,,,,,CC-BY-4.0,,,
fra-kon-009575,fra,kon,Les fêtes m'ennuient.,,,,,,,CC-BY-4.0,,,
fra-kon-009576,fra,kon,Veuillez l'appeler.,,,,,,,CC-BY-4.0,,,
fra-kon-009577,fra,kon,"Appelle-le, s'il te plait.",,,,,,,CC-BY-4.0,,,
fra-kon-009578,fra,kon,Veuillez continuez.,,,,,,,CC-BY-4.0,,,
fra-kon-009579,fra,kon,Veuillez aider Tom.,,,,,,,CC-BY-4.0,,,
fra-kon-009580,fra,kon,"Aidez Tom, s'il vous plaît.",,,,,,,CC-BY-4.0,,,
fra-kon-009581,fra,kon,Veuillez vous presser !,,,,,,,CC-BY-4.0,,,
fra-kon-009582,fra,kon,Veuillez vous dépêcher !,,,,,,,CC-BY-4.0,,,
fra-kon-009583,fra,kon,"Presse-toi, je te prie !",,,,,,,CC-BY-4.0,,,
fra-kon-009584,fra,kon,"Dépêche-toi, je te prie !",,,,,,,CC-BY-4.0,,,
fra-kon-009585,fra,kon,Veuillez vous asseoir !,,,,,,,CC-BY-4.0,,,
fra-kon-009586,fra,kon,"Asseyez-vous, s'il vous plaît.",,,,,,,CC-BY-4.0,,,
fra-kon-009587,fra,kon,"Assieds-toi, s'il te plaît.",,,,,,,CC-BY-4.0,,,
fra-kon-009588,fra,kon,Veuillez vous asseoir ici.,,,,,,,CC-BY-4.0,,,
fra-kon-009589,fra,kon,"Asseyez-vous ici, je vous prie.",,,,,,,CC-BY-4.0,,,
fra-kon-009590,fra,kon,"Assieds-toi ici, je te prie.",,,,,,,CC-BY-4.0,,,
fra-kon-009591,fra,kon,Verse-moi un verre !,,,,,,,CC-BY-4.0,,,
fra-kon-009592,fra,kon,Versez-moi un verre !,,,,,,,CC-BY-4.0,,,
fra-kon-009593,fra,kon,Les prix sont élevés.,,,,,,,CC-BY-4.0,,,
fra-kon-009594,fra,kon,Mettez votre chapeau !,,,,,,,CC-BY-4.0,,,
fra-kon-009595,fra,kon,Mets ton chapeau !,,,,,,,CC-BY-4.0,,,
fra-kon-009596,fra,kon,Levez la main.,,,,,,,CC-BY-4.0,,,
fra-kon-009597,fra,kon,Lève la main.,,,,,,,CC-BY-4.0,,,
fra-kon-009598,fra,kon,Enlève ton chapeau.,,,,,,,CC-BY-4.0,,,
fra-kon-009599,fra,kon,Ôte ton chapeau !,,,,,,,CC-BY-4.0,,,
fra-kon-009600,fra,kon,Retire ton chapeau !,,,,,,,CC-BY-4.0,,,
fra-kon-009601,fra,kon,Retirez votre chapeau !,,,,,,,CC-BY-4.0,,,
fra-kon-009602,fra,kon,Ôtez votre chapeau !,,,,,,,CC-BY-4.0,,,
fra-kon-009603,fra,kon,Répète après moi.,,,,,,,CC-BY-4.0,,,
fra-kon-009604,fra,kon,Répétez après moi.,,,,,,,CC-BY-4.0,,,
fra-kon-009605,fra,kon,L'école m'ennuie.,,,,,,,CC-BY-4.0,,,
fra-kon-009606,fra,kon,L'école me barbe.,,,,,,,CC-BY-4.0,,,
fra-kon-009607,fra,kon,"La science, c'est sympa !",,,,,,,CC-BY-4.0,,,
fra-kon-009608,fra,kon,Tu vois ce que je veux dire ?,,,,,,,CC-BY-4.0,,,
fra-kon-009609,fra,kon,Vous voyez ce que je veux dire ?,,,,,,,CC-BY-4.0,,,
fra-kon-009610,fra,kon,Les requins mangent des poissons.,,,,,,,CC-BY-4.0,,,
fra-kon-009611,fra,kon,Elle l'admirait.,,,,,,,CC-BY-4.0,,,
fra-kon-009612,fra,kon,Elle s'est calmée.,,,,,,,CC-BY-4.0,,,
fra-kon-009613,fra,kon,Elle l'a mérité.,,,,,,,CC-BY-4.0,,,
fra-kon-009614,fra,kon,Elle a disparu.,,,,,,,CC-BY-4.0,,,
fra-kon-009615,fra,kon,Elle lui pardonna.,,,,,,,CC-BY-4.0,,,
fra-kon-009616,fra,kon,Elle lui a pardonné.,,,,,,,CC-BY-4.0,,,
fra-kon-009617,fra,kon,Elle s'est levée tard.,,,,,,,CC-BY-4.0,,,
fra-kon-009618,fra,kon,Elle disposait d'une radio.,,,,,,,CC-BY-4.0,,,
fra-kon-009619,fra,kon,Elle n'a pas peur.,,,,,,,CC-BY-4.0,,,
fra-kon-009620,fra,kon,Elle est canadienne.,,,,,,,CC-BY-4.0,,,
fra-kon-009621,fra,kon,Elle est japonaise.,,,,,,,CC-BY-4.0,,,
fra-kon-009622,fra,kon,Elle est médecin.,,,,,,,CC-BY-4.0,,,
fra-kon-009623,fra,kon,Elle est toubib.,,,,,,,CC-BY-4.0,,,
fra-kon-009624,fra,kon,C'est une coureuse.,,,,,,,CC-BY-4.0,,,
fra-kon-009625,fra,kon,Elle est chanteuse.,,,,,,,CC-BY-4.0,,,
fra-kon-009626,fra,kon,C'est une dactylographe.,,,,,,,CC-BY-4.0,,,
fra-kon-009627,fra,kon,Elle est dactylo.,,,,,,,CC-BY-4.0,,,
fra-kon-009628,fra,kon,Elle est gracieuse.,,,,,,,CC-BY-4.0,,,
fra-kon-009629,fra,kon,Elle n'est pas grande.,,,,,,,CC-BY-4.0,,,
fra-kon-009630,fra,kon,Elle est puissante.,,,,,,,CC-BY-4.0,,,
fra-kon-009631,fra,kon,Elle est obstinée.,,,,,,,CC-BY-4.0,,,
fra-kon-009632,fra,kon,Elle détourna le regard.,,,,,,,CC-BY-4.0,,,
fra-kon-009633,fra,kon,Elle a détourné le regard.,,,,,,,CC-BY-4.0,,,
fra-kon-009634,fra,kon,Elle a l'air jeune.,,,,,,,CC-BY-4.0,,,
fra-kon-009635,fra,kon,Elle a égaré un livre.,,,,,,,CC-BY-4.0,,,
fra-kon-009636,fra,kon,Elle l'a épousé.,,,,,,,CC-BY-4.0,,,
fra-kon-009637,fra,kon,Elle l'épousa.,,,,,,,CC-BY-4.0,,,
fra-kon-009638,fra,kon,Elle ne lit jamais.,,,,,,,CC-BY-4.0,,,
fra-kon-009639,fra,kon,Elle le pinça.,,,,,,,CC-BY-4.0,,,
fra-kon-009640,fra,kon,Elle l'a pincé.,,,,,,,CC-BY-4.0,,,
fra-kon-009641,fra,kon,Elle le sermonna.,,,,,,,CC-BY-4.0,,,
fra-kon-009642,fra,kon,Elle le gronda.,,,,,,,CC-BY-4.0,,,
fra-kon-009643,fra,kon,Elle l'a sermonné.,,,,,,,CC-BY-4.0,,,
fra-kon-009644,fra,kon,Elle l'a grondé.,,,,,,,CC-BY-4.0,,,
fra-kon-009645,fra,kon,Elle paraît heureuse.,,,,,,,CC-BY-4.0,,,
fra-kon-009646,fra,kon,Elle a l'air fatigué.,,,,,,,CC-BY-4.0,,,
fra-kon-009647,fra,kon,Elle le gifla.,,,,,,,CC-BY-4.0,,,
fra-kon-009648,fra,kon,Elle l'a giflé.,,,,,,,CC-BY-4.0,,,
fra-kon-009649,fra,kon,Elle avait l'air folle.,,,,,,,CC-BY-4.0,,,
fra-kon-009650,fra,kon,Elle le poignarda.,,,,,,,CC-BY-4.0,,,
fra-kon-009651,fra,kon,Elle l'a poignardé.,,,,,,,CC-BY-4.0,,,
fra-kon-009652,fra,kon,Elle parle beaucoup.,,,,,,,CC-BY-4.0,,,
fra-kon-009653,fra,kon,Elle l'incita.,,,,,,,CC-BY-4.0,,,
fra-kon-009654,fra,kon,Elle l'a incité.,,,,,,,CC-BY-4.0,,,
fra-kon-009655,fra,kon,Elle l'a tenté.,,,,,,,CC-BY-4.0,,,
fra-kon-009656,fra,kon,Elle le tenta.,,,,,,,CC-BY-4.0,,,
fra-kon-009657,fra,kon,Elle l'attacha.,,,,,,,CC-BY-4.0,,,
fra-kon-009658,fra,kon,Elle l'a attaché.,,,,,,,CC-BY-4.0,,,
fra-kon-009659,fra,kon,Elle le ligota.,,,,,,,CC-BY-4.0,,,
fra-kon-009660,fra,kon,Elle l'a ligoté.,,,,,,,CC-BY-4.0,,,
fra-kon-009661,fra,kon,Elle te faisait confiance.,,,,,,,CC-BY-4.0,,,
fra-kon-009662,fra,kon,Elle avait confiance en toi.,,,,,,,CC-BY-4.0,,,
fra-kon-009663,fra,kon,Elle vous faisait confiance.,,,,,,,CC-BY-4.0,,,
fra-kon-009664,fra,kon,Elle avait confiance en vous.,,,,,,,CC-BY-4.0,,,
fra-kon-009665,fra,kon,Elle t'a fait confiance.,,,,,,,CC-BY-4.0,,,
fra-kon-009666,fra,kon,Elle a eu confiance en toi.,,,,,,,CC-BY-4.0,,,
fra-kon-009667,fra,kon,Elle vous a fait confiance.,,,,,,,CC-BY-4.0,,,
fra-kon-009668,fra,kon,Elle a eu confiance en vous.,,,,,,,CC-BY-4.0,,,
fra-kon-009669,fra,kon,Elle tirait la langue.,,,,,,,CC-BY-4.0,,,
fra-kon-009670,fra,kon,Elle haletait.,,,,,,,CC-BY-4.0,,,
fra-kon-009671,fra,kon,Elle fut parfaite.,,,,,,,CC-BY-4.0,,,
fra-kon-009672,fra,kon,Elle a été parfaite.,,,,,,,CC-BY-4.0,,,
fra-kon-009673,fra,kon,Elle est rentrée.,,,,,,,CC-BY-4.0,,,
fra-kon-009674,fra,kon,Elle l'essayera.,,,,,,,CC-BY-4.0,,,
fra-kon-009675,fra,kon,Elle le réveilla.,,,,,,,CC-BY-4.0,,,
fra-kon-009676,fra,kon,Elle l'a réveillé.,,,,,,,CC-BY-4.0,,,
fra-kon-009677,fra,kon,Elle a travaillé dur.,,,,,,,CC-BY-4.0,,,
fra-kon-009678,fra,kon,Elle travaillait dur.,,,,,,,CC-BY-4.0,,,
fra-kon-009679,fra,kon,Elle a de l'assurance.,,,,,,,CC-BY-4.0,,,
fra-kon-009680,fra,kon,Elle est déprimée.,,,,,,,CC-BY-4.0,,,
fra-kon-009681,fra,kon,Elle est en danger.,,,,,,,CC-BY-4.0,,,
fra-kon-009682,fra,kon,C'est mon amie.,,,,,,,CC-BY-4.0,,,
fra-kon-009683,fra,kon,Elle est mon amie.,,,,,,,CC-BY-4.0,,,
fra-kon-009684,fra,kon,C'est ma sœur.,,,,,,,CC-BY-4.0,,,
fra-kon-009685,fra,kon,Elle n'est pas chanteuse.,,,,,,,CC-BY-4.0,,,
fra-kon-009686,fra,kon,Elle est dans une bonne passe.,,,,,,,CC-BY-4.0,,,
fra-kon-009687,fra,kon,Elle a la baraka.,,,,,,,CC-BY-4.0,,,
fra-kon-009688,fra,kon,Elle est très grande.,,,,,,,CC-BY-4.0,,,
fra-kon-009689,fra,kon,Les moutons mangent de l'herbe.,,,,,,,CC-BY-4.0,,,
fra-kon-009690,fra,kon,Devrions-nous commencer ?,,,,,,,CC-BY-4.0,,,
fra-kon-009691,fra,kon,Devrions-nous nous en faire ?,,,,,,,CC-BY-4.0,,,
fra-kon-009692,fra,kon,Montre-les-moi.,,,,,,,CC-BY-4.0,,,
fra-kon-009693,fra,kon,Montre-nous le chemin !,,,,,,,CC-BY-4.0,,,
fra-kon-009694,fra,kon,Montrez-nous le chemin.,,,,,,,CC-BY-4.0,,,
fra-kon-009695,fra,kon,Assieds-toi juste là !,,,,,,,CC-BY-4.0,,,
fra-kon-009696,fra,kon,"Désolé, j'ai oublié.",,,,,,,CC-BY-4.0,,,
fra-kon-009697,fra,kon,Sonne l'alarme !,,,,,,,CC-BY-4.0,,,
fra-kon-009698,fra,kon,Sonnez l'alarme !,,,,,,,CC-BY-4.0,,,
fra-kon-009699,fra,kon,Dis ce que tu penses.,,,,,,,CC-BY-4.0,,,
fra-kon-009700,fra,kon,Dites ce que vous pensez.,,,,,,,CC-BY-4.0,,,
fra-kon-009701,fra,kon,Le printemps est arrivé.,,,,,,,CC-BY-4.0,,,
fra-kon-009702,fra,kon,Le printemps est venu.,,,,,,,CC-BY-4.0,,,
fra-kon-009703,fra,kon,Reste dans la voiture !,,,,,,,CC-BY-4.0,,,
fra-kon-009704,fra,kon,Restez dans la voiture !,,,,,,,CC-BY-4.0,,,
fra-kon-009705,fra,kon,Reste juste ici !,,,,,,,CC-BY-4.0,,,
fra-kon-009706,fra,kon,Reste bien tranquille !,,,,,,,CC-BY-4.0,,,
fra-kon-009707,fra,kon,Restez bien tranquille !,,,,,,,CC-BY-4.0,,,
fra-kon-009708,fra,kon,Restez bien tranquilles !,,,,,,,CC-BY-4.0,,,
fra-kon-009709,fra,kon,Arrête de faire ça !,,,,,,,CC-BY-4.0,,,
fra-kon-009710,fra,kon,Arrêtez de faire ça !,,,,,,,CC-BY-4.0,,,
fra-kon-009711,fra,kon,Arrêtez de me frapper !,,,,,,,CC-BY-4.0,,,
fra-kon-009712,fra,kon,Arrête de me frapper !,,,,,,,CC-BY-4.0,,,
fra-kon-009713,fra,kon,"Cesse, je te prie !",,,,,,,CC-BY-4.0,,,
fra-kon-009714,fra,kon,"Cessez, je vous prie !",,,,,,,CC-BY-4.0,,,
fra-kon-009715,fra,kon,Arrête juste ici !,,,,,,,CC-BY-4.0,,,
fra-kon-009716,fra,kon,Arrêtez juste ici !,,,,,,,CC-BY-4.0,,,
fra-kon-009717,fra,kon,Arrêtez de vous chamailler.,,,,,,,CC-BY-4.0,,,
fra-kon-009718,fra,kon,Arrête de me taquiner !,,,,,,,CC-BY-4.0,,,
fra-kon-009719,fra,kon,Arrêtez de me taquiner !,,,,,,,CC-BY-4.0,,,
fra-kon-009720,fra,kon,Arrête de geindre.,,,,,,,CC-BY-4.0,,,
fra-kon-009721,fra,kon,L'été est venu.,,,,,,,CC-BY-4.0,,,
fra-kon-009722,fra,kon,L'été est arrivé.,,,,,,,CC-BY-4.0,,,
fra-kon-009723,fra,kon,Suni est en train de jouer.,,,,,,,CC-BY-4.0,,,
fra-kon-009724,fra,kon,Prenez-en soin !,,,,,,,CC-BY-4.0,,,
fra-kon-009725,fra,kon,Prends-en soin !,,,,,,,CC-BY-4.0,,,
fra-kon-009726,fra,kon,"Prenez ça, s'il vous plaît.",,,,,,,CC-BY-4.0,,,
fra-kon-009727,fra,kon,Ne prends aucun risque !,,,,,,,CC-BY-4.0,,,
fra-kon-009728,fra,kon,Ne prenez aucun risque !,,,,,,,CC-BY-4.0,,,
fra-kon-009729,fra,kon,Parlez à mon patron.,,,,,,,CC-BY-4.0,,,
fra-kon-009730,fra,kon,Parle à mon patron.,,,,,,,CC-BY-4.0,,,
fra-kon-009731,fra,kon,Ça peut arriver.,,,,,,,CC-BY-4.0,,,
fra-kon-009732,fra,kon,Cela ne peut pas durer.,,,,,,,CC-BY-4.0,,,
fra-kon-009733,fra,kon,Cette voiture est la sienne.,,,,,,,CC-BY-4.0,,,
fra-kon-009734,fra,kon,Cela pourrait fonctionner.,,,,,,,CC-BY-4.0,,,
fra-kon-009735,fra,kon,Ce chien est gros.,,,,,,,CC-BY-4.0,,,
fra-kon-009736,fra,kon,Ce chien est massif.,,,,,,,CC-BY-4.0,,,
fra-kon-009737,fra,kon,Ce chien a sauté.,,,,,,,CC-BY-4.0,,,
fra-kon-009738,fra,kon,C'est une table.,,,,,,,CC-BY-4.0,,,
fra-kon-009739,fra,kon,C'est son véhicule.,,,,,,,CC-BY-4.0,,,
fra-kon-009740,fra,kon,C'est sa voiture.,,,,,,,CC-BY-4.0,,,
fra-kon-009741,fra,kon,C'est tellement sympa !,,,,,,,CC-BY-4.0,,,
fra-kon-009742,fra,kon,Ça pourrait aider.,,,,,,,CC-BY-4.0,,,
fra-kon-009743,fra,kon,C'était un signe.,,,,,,,CC-BY-4.0,,,
fra-kon-009744,fra,kon,Ça ne va pas !,,,,,,,CC-BY-4.0,,,
fra-kon-009745,fra,kon,Ça ne veut pas marcher !,,,,,,,CC-BY-4.0,,,
fra-kon-009746,fra,kon,Ça ne marche pas !,,,,,,,CC-BY-4.0,,,
fra-kon-009747,fra,kon,"En gros, c'est ça.",,,,,,,CC-BY-4.0,,,
fra-kon-009748,fra,kon,C'est tout ce que je fais.,,,,,,,CC-BY-4.0,,,
fra-kon-009749,fra,kon,Tout cela est vrai.,,,,,,,CC-BY-4.0,,,
fra-kon-009750,fra,kon,C'est un ordre.,,,,,,,CC-BY-4.0,,,
fra-kon-009751,fra,kon,Il s'agit d'un ordre.,,,,,,,CC-BY-4.0,,,
fra-kon-009752,fra,kon,C'est de la triche.,,,,,,,CC-BY-4.0,,,
fra-kon-009753,fra,kon,C'est douteux.,,,,,,,CC-BY-4.0,,,
fra-kon-009754,fra,kon,C'est ma chaise.,,,,,,,CC-BY-4.0,,,
fra-kon-009755,fra,kon,C'est de ma faute.,,,,,,,CC-BY-4.0,,,
fra-kon-009756,fra,kon,"Ce n'est pas ça, l'amour.",,,,,,,CC-BY-4.0,,,
fra-kon-009757,fra,kon,Ce n'est pas de l'amour.,,,,,,,CC-BY-4.0,,,
fra-kon-009758,fra,kon,C'est pas vrai.,,,,,,,CC-BY-4.0,,,
fra-kon-009759,fra,kon,C'est particulier.,,,,,,,CC-BY-4.0,,,
fra-kon-009760,fra,kon,Voilà le hic.,,,,,,,CC-BY-4.0,,,
fra-kon-009761,fra,kon,C'est le mot.,,,,,,,CC-BY-4.0,,,
fra-kon-009762,fra,kon,C'est trop long.,,,,,,,CC-BY-4.0,,,
fra-kon-009763,fra,kon,C'est trop !,,,,,,,CC-BY-4.0,,,
fra-kon-009764,fra,kon,C'est très gros.,,,,,,,CC-BY-4.0,,,
fra-kon-009765,fra,kon,C'est très bizarre.,,,,,,,CC-BY-4.0,,,
fra-kon-009766,fra,kon,L'air est humide.,,,,,,,CC-BY-4.0,,,
fra-kon-009767,fra,kon,La réponse est « non ».,,,,,,,CC-BY-4.0,,,
fra-kon-009768,fra,kon,L’enfant va bien.,,,,,,,CC-BY-4.0,,,
fra-kon-009769,fra,kon,Le sac est plein.,,,,,,,CC-BY-4.0,,,
fra-kon-009770,fra,kon,Le vélo est à moi.,,,,,,,CC-BY-4.0,,,
fra-kon-009771,fra,kon,Le livre est rouge.,,,,,,,CC-BY-4.0,,,
fra-kon-009772,fra,kon,Le bus est lent.,,,,,,,CC-BY-4.0,,,
fra-kon-009773,fra,kon,L'auto est bleue.,,,,,,,CC-BY-4.0,,,
fra-kon-009774,fra,kon,La voiture s'est arrêtée.,,,,,,,CC-BY-4.0,,,
fra-kon-009775,fra,kon,Le chat est paresseux.,,,,,,,CC-BY-4.0,,,
fra-kon-009776,fra,kon,Le chat est en sécurité.,,,,,,,CC-BY-4.0,,,
fra-kon-009777,fra,kon,La tasse est pleine.,,,,,,,CC-BY-4.0,,,
fra-kon-009778,fra,kon,Le chien a grogné.,,,,,,,CC-BY-4.0,,,
fra-kon-009779,fra,kon,Le chien est mort.,,,,,,,CC-BY-4.0,,,
fra-kon-009780,fra,kon,Le chien est à moi.,,,,,,,CC-BY-4.0,,,
fra-kon-009781,fra,kon,Le chien est à nous.,,,,,,,CC-BY-4.0,,,
fra-kon-009782,fra,kon,La porte s'est ouverte.,,,,,,,CC-BY-4.0,,,
fra-kon-009783,fra,kon,La porte s'ouvrit.,,,,,,,CC-BY-4.0,,,
fra-kon-009784,fra,kon,Le moteur s'est arrêté.,,,,,,,CC-BY-4.0,,,
fra-kon-009785,fra,kon,La maison puait.,,,,,,,CC-BY-4.0,,,
fra-kon-009786,fra,kon,Le lac est grand.,,,,,,,CC-BY-4.0,,,
fra-kon-009787,fra,kon,Les feuilles tombèrent.,,,,,,,CC-BY-4.0,,,
fra-kon-009788,fra,kon,Les feuilles sont tombées.,,,,,,,CC-BY-4.0,,,
fra-kon-009789,fra,kon,La lumière est allumée.,,,,,,,CC-BY-4.0,,,
fra-kon-009790,fra,kon,L'homme rougit.,,,,,,,CC-BY-4.0,,,
fra-kon-009791,fra,kon,La lune est visible.,,,,,,,CC-BY-4.0,,,
fra-kon-009792,fra,kon,La lune est là.,,,,,,,CC-BY-4.0,,,
fra-kon-009793,fra,kon,Le filet est énorme.,,,,,,,CC-BY-4.0,,,
fra-kon-009794,fra,kon,La pièce est brûlante.,,,,,,,CC-BY-4.0,,,
fra-kon-009795,fra,kon,La mer est bleue.,,,,,,,CC-BY-4.0,,,
fra-kon-009796,fra,kon,La mer est calme.,,,,,,,CC-BY-4.0,,,
fra-kon-009797,fra,kon,Le ciel est bleu.,,,,,,,CC-BY-4.0,,,
fra-kon-009798,fra,kon,La soupe est chaude.,,,,,,,CC-BY-4.0,,,
fra-kon-009799,fra,kon,Le potage est froid.,,,,,,,CC-BY-4.0,,,
fra-kon-009800,fra,kon,Le soleil s'est couché.,,,,,,,CC-BY-4.0,,,
fra-kon-009801,fra,kon,L'équipe attendait.,,,,,,,CC-BY-4.0,,,
fra-kon-009802,fra,kon,Le puits est à sec.,,,,,,,CC-BY-4.0,,,
fra-kon-009803,fra,kon,Il y avait de la musique.,,,,,,,CC-BY-4.0,,,
fra-kon-009804,fra,kon,Il y a un truc.,,,,,,,CC-BY-4.0,,,
fra-kon-009805,fra,kon,Il y a un piège.,,,,,,,CC-BY-4.0,,,
fra-kon-009806,fra,kon,Il y a une attrape.,,,,,,,CC-BY-4.0,,,
fra-kon-009807,fra,kon,Il y a une table.,,,,,,,CC-BY-4.0,,,
fra-kon-009808,fra,kon,Il s'y trouve une table.,,,,,,,CC-BY-4.0,,,
fra-kon-009809,fra,kon,Voilà mon équipe.,,,,,,,CC-BY-4.0,,,
fra-kon-009810,fra,kon,Il n'y a pas de remède.,,,,,,,CC-BY-4.0,,,
fra-kon-009811,fra,kon,Il n'y a pas de traitement.,,,,,,,CC-BY-4.0,,,
fra-kon-009812,fra,kon,Il n'y a pas de porte.,,,,,,,CC-BY-4.0,,,
fra-kon-009813,fra,kon,Il n'y a pas d'issue.,,,,,,,CC-BY-4.0,,,
fra-kon-009814,fra,kon,Il n'y a pas de sortie.,,,,,,,CC-BY-4.0,,,
fra-kon-009815,fra,kon,Il n'y a pas de nourriture.,,,,,,,CC-BY-4.0,,,
fra-kon-009816,fra,kon,Il n'y a aucune nourriture.,,,,,,,CC-BY-4.0,,,
